year,conference,rank,player_name,team,obpr,dbpr,bpr,poss,box_obpr,box_dbpr,box_bpr,adj_team_off_eff,adj_team_def_eff,adj_team_eff_margin,plus_minus
2024-25,All,20,Milos Uzan,Houston,5.44,3.07,8.51,1938,5.64,1.57,7.20,125.5,81.1,44.4,508
2024-25,All,21,Sion James,Duke,4.90,3.50,8.40,1656,4.74,1.81,6.55,131.7,81.7,50.0,582
2024-25,All,22,Bruce Thornton,Ohio State,6.71,1.64,8.35,1960,6.48,1.35,7.83,119.4,95.4,23.9,167
2024-25,All,23,Anthony Robinson II,Missouri,4.54,3.80,8.34,1330,4.33,3.05,7.39,125.1,91.3,33.7,298
2024-25,All,24,LJ Cryer,Houston,6.28,2.04,8.32,2024,5.96,0.93,6.89,124.7,82.7,42.0,458
2024-25,All,25,Amari Williams,Kentucky,3.96,4.32,8.28,1488,4.14,3.70,7.84,124.5,90.6,33.9,232
2024-25,All,26,Max Shulga,VCU,5.88,2.38,8.27,1893,6.13,1.27,7.40,117.6,87.9,29.7,438
2024-25,All,27,Javon Small,West Virginia,5.29,2.76,8.05,1890,5.66,2.21,7.87,110.6,88.1,22.5,150
2024-25,All,28,Darrion Williams,Texas Tech,5.41,2.63,8.05,1716,5.22,1.89,7.11,128.1,92.1,36.0,389
2024-25,All,29,Braden Huff,Gonzaga,5.85,2.13,7.98,1000,5.02,0.49,5.51,128.1,87.9,40.1,311
2024-25,All,30,Alex Condon,Florida,3.93,4.02,7.95,1650,4.26,3.24,7.50,126.6,85.5,41.1,394
2024-25,All,31,Chucky Hepburn,Louisville,4.73,3.21,7.94,2043,4.92,2.43,7.35,118.7,90.6,28.1,287
2024-25,All,32,Mark Sears,Alabama,6.18,1.71,7.90,2285,5.22,1.64,6.86,123.4,93.0,30.4,238
2024-25,All,33,Zuby Ejiofor,St. John's,4.60,3.27,7.87,2018,5.14,1.59,6.73,117.3,81.3,36.0,457
2024-25,All,34,Cameron Matthews,Mississippi State,3.16,4.72,7.87,1738,2.25,4.22,6.47,119.7,91.9,27.8,180
2024-25,All,35,Oscar Cluff,South Dakota State,5.55,2.18,7.73,1384,6.60,1.93,8.54,115.2,99.7,15.5,178
2024-25,All,36,Bennett Stirtz,Drake,5.56,2.16,7.72,1988,6.14,1.74,7.88,113.8,93.4,20.4,281
2024-25,All,37,Will Richard,Florida,4.94,2.76,7.71,2251,4.64,2.51,7.14,127.8,86.1,41.7,535
2024-25,All,38,Jase Richardson,Michigan State,5.29,2.41,7.70,1548,5.35,1.54,6.89,121.0,87.1,33.9,271
2024-25,All,39,Ryan Nembhard,Gonzaga,5.86,1.83,7.69,2171,6.09,1.16,7.24,124.9,92.0,32.9,460
2024-25,All,40,Andersson Garcia,Texas A&M,4.25,3.43,7.69,1404,3.60,2.74,6.35,118.6,89.2,29.4,189
2024-25,All,41,V.J. Edgecombe,Baylor,4.49,3.13,7.62,1726,5.50,3.02,8.52,118.5,93.7,24.8,103
2024-25,All,42,Norchad Omier,Baylor,4.30,3.31,7.61,1770,5.12,2.94,8.06,119.7,93.8,25.9,137
2024-25,All,43,RJ Davis,North Carolina,5.61,1.99,7.60,2249,4.37,1.09,5.46,118.9,93.4,25.5,212
2024-25,All,44,Joshua Jefferson,Iowa State,3.65,3.95,7.60,1813,3.76,3.60,7.35,120.6,87.8,32.8,345
2024-25,All,45,Derik Queen,Maryland,3.66,3.91,7.56,1940,3.22,2.72,5.94,122.1,85.8,36.3,454
2024-25,All,46,Mitchell Saxen,Saint Mary's,3.82,3.74,7.56,1629,3.35,2.84,6.20,119.4,86.3,33.2,376
2024-25,All,47,Andrew Carr,Kentucky,4.52,3.02,7.53,1520,4.29,2.11,6.40,124.6,89.5,35.1,267
2024-25,All,48,Wade Taylor IV,Texas A&M,4.60,2.90,7.51,1584,4.66,1.98,6.64,114.0,88.7,25.3,154
2024-25,All,49,Aniwaniwa Tait-Jones,UC San Diego,5.49,2.02,7.51,1710,5.89,0.64,6.54,117.5,88.8,28.7,449
2024-25,All,50,Lamont Butler,Kentucky,4.25,3.25,7.50,1284,4.41,2.27,6.68,125.8,88.5,37.3,268
2024-25,All,51,Danny Wolf,Michigan,3.07,4.41,7.48,2006,3.22,3.25,6.47,118.0,86.3,31.8,286
2024-25,All,52,Dylan Harper,Rutgers,5.54,1.92,7.46,1662,5.23,2.34,7.57,116.2,100.0,16.2,43
2024-25,All,53,Tayton Conerway,Troy,3.89,3.54,7.43,1678,4.22,2.75,6.97,110.0,91.6,18.4,263
2024-25,All,54,Hassan Diarra,Connecticut,4.65,2.77,7.42,1569,4.79,2.49,7.28,123.7,93.4,30.3,227
2024-25,All,55,Nate Bittle,Oregon,3.64,3.74,7.39,1660,4.07,3.43,7.50,117.9,89.2,28.7,223
2024-25,All,56,Devin McGlockton,Vanderbilt,4.68,2.69,7.36,1442,3.78,2.23,6.01,122.9,92.7,30.2,265
2024-25,All,57,Khaman Maluach,Duke,4.30,3.04,7.34,1364,4.08,2.01,6.09,132.4,84.8,47.7,445
2024-25,All,58,Clifford Omoruyi,Alabama,2.95,4.38,7.33,1364,3.75,3.13,6.88,122.2,87.2,35.0,176
2024-25,All,59,Eric Dailey Jr.,UCLA,4.76,2.56,7.32,1282,4.06,1.81,5.87,122.0,89.5,32.5,267
2024-25,All,60,Josh Hubbard,Mississippi State,6.35,0.97,7.32,1975,5.82,0.82,6.64,120.6,94.1,26.5,221
2024-25,All,61,Augustas Marciulionis,Saint Mary's,4.73,2.59,7.32,1908,5.46,1.45,6.91,116.6,87.3,29.3,365
2024-25,All,62,J'Wan Roberts,Houston,3.91,3.40,7.31,1728,2.62,2.32,4.93,126.1,83.9,42.2,367
2024-25,All,63,Emanuel Sharp,Houston,4.65,2.60,7.25,1578,5.07,1.64,6.71,124.9,82.2,42.7,372
2024-25,All,64,Henri Veesaar,Arizona,4.26,2.96,7.22,1358,4.47,2.48,6.95,126.9,87.0,39.9,342
2024-25,All,65,Dajuan Harris Jr.,Kansas,3.83,3.39,7.22,1845,3.87,2.10,5.97,116.1,85.5,30.6,217
2024-25,All,66,John Tonje,Wisconsin,5.06,2.08,7.14,1978,5.99,1.40,7.40,122.5,90.6,31.9,321
2024-25,All,67,Caleb Grill,Missouri,6.16,0.96,7.13,1314,5.25,1.39,6.64,131.7,99.2,32.5,218
2024-25,All,68,Donovan Dent,New Mexico,4.52,2.58,7.10,2192,4.70,1.49,6.19,112.1,90.3,21.8,298
2024-25,All,69,Tyrese Proctor,Duke,5.23,1.86,7.09,1872,4.31,0.79,5.10,132.0,85.2,46.9,570
2024-25,All,70,Tamin Lipsey,Iowa State,3.97,3.09,7.06,1837,3.37,1.64,5.01,118.8,87.6,31.2,307
2024-25,All,71,Ace Baldwin Jr.,Penn State,4.50,2.55,7.05,1817,3.67,1.72,5.38,117.0,93.6,23.4,222
2024-25,All,72,Richie Saunders,BYU,5.95,1.10,7.05,1788,5.97,1.22,7.19,123.8,97.3,26.6,174
2024-25,All,73,Alex Karaban,Connecticut,5.12,1.92,7.04,1908,4.64,2.09,6.73,123.0,96.0,27.0,233
2024-25,All,74,Viktor Lakhin,Clemson,3.08,3.93,7.01,1318,3.09,2.87,5.96,119.8,86.9,32.9,283
2024-25,All,75,Labaron Philon,Alabama,4.42,2.59,7.00,1764,4.03,2.89,6.92,126.1,92.3,33.7,209
2024-25,All,76,Alijah Martin,Florida,4.72,2.26,6.98,2042,4.77,1.93,6.70,126.3,88.2,38.1,433
2024-25,All,77,Chaney Johnson,Auburn,3.38,3.59,6.97,1547,3.72,2.96,6.68,127.3,85.7,41.6,362
2024-25,All,78,Caleb Love,Arizona,4.98,1.98,6.95,2231,4.53,1.95,6.48,122.7,93.2,29.5,241
2024-25,All,79,Kasparas Jakucionis,Illinois,4.85,2.09,6.94,1887,4.76,2.03,6.78,122.7,93.6,29.1,236
2024-25,All,80,Tarris Reed Jr.,Connecticut,2.93,3.97,6.90,1131,4.34,3.91,8.25,121.9,92.5,29.4,175
2024-25,All,81,Ian Schieffelin,Clemson,4.12,2.76,6.88,1851,4.00,1.68,5.68,118.8,88.0,30.8,353
2024-25,All,82,Graham Ike,Gonzaga,4.90,1.95,6.86,1418,6.27,1.91,8.18,123.1,93.8,29.3,228
2024-25,All,83,Tyson Degenhart,Boise State,5.68,1.17,6.84,2016,5.35,0.29,5.64,118.5,96.8,21.7,272
2024-25,All,84,Trey Kaufman-Renn,Purdue,5.50,1.33,6.83,1831,5.50,1.53,7.03,126.3,96.7,29.6,272
2024-25,All,85,Tomislav Ivisic,Illinois,3.82,3.00,6.81,1542,5.09,2.95,8.04,121.2,92.4,28.8,205
2024-25,All,86,Vladislav Goldin,Michigan,3.52,3.28,6.79,1810,4.08,2.04,6.12,115.5,86.9,28.7,205
2024-25,All,87,Steven Ashworth,Creighton,5.43,1.35,6.77,2154,5.01,1.00,6.01,118.0,92.3,25.8,230
2024-25,All,88,Miles Byrd,San Diego State,2.49,4.28,6.77,1506,2.81,4.00,6.81,110.1,89.6,20.6,148
2024-25,All,89,Igor Milicic Jr.,Tennessee,3.14,3.63,6.76,1532,3.68,3.06,6.74,120.4,83.9,36.5,302
2024-25,All,90,Eric Dixon,Villanova,5.52,1.23,6.75,1950,5.20,0.68,5.88,120.5,99.3,21.2,193
2024-25,All,91,Elijah Hawkins,Texas Tech,4.21,2.54,6.75,1867,4.45,1.97,6.42,124.0,91.7,32.3,281
2024-25,All,92,Tahaad Pettiford,Auburn,5.39,1.36,6.75,1500,4.91,2.05,6.96,130.0,91.7,38.3,318
2024-25,All,93,Bent Leuchten,UC Irvine,3.82,2.92,6.74,1798,4.22,1.54,5.76,110.9,90.4,20.5,301
2024-25,All,94,Steven Crowl,Wisconsin,4.86,1.86,6.72,1610,4.23,1.54,5.77,123.8,94.5,29.3,203
2024-25,All,95,Julian Reese,Maryland,2.92,3.79,6.71,1782,2.94,2.99,5.93,120.4,88.0,32.4,345
2024-25,All,96,Mouhamed Dioubate,Alabama,3.79,2.91,6.70,1116,3.41,3.97,7.38,131.2,94.5,36.7,142
2024-25,All,97,Jeremy Fears Jr.,Michigan State,3.42,3.23,6.65,1494,3.83,2.02,5.85,116.6,85.5,31.1,198
2024-25,All,98,Chance McMillian,Texas Tech,5.77,0.87,6.64,1696,5.69,0.16,5.85,127.8,91.7,36.1,392
2024-25,All,99,Adou Thiero,Arkansas,3.19,3.43,6.62,1300,3.41,2.91,6.32,116.1,86.8,29.3,186
2024-25,All,100,Dillon Mitchell,Cincinnati,2.51,4.07,6.58,1645,3.06,2.42,5.48,112.0,86.5,25.4,153
2024-25,All,101,Ben Gregg,Gonzaga,4.92,1.66,6.57,1238,4.95,0.93,5.88,125.9,93.6,32.3,292
2024-25,All,102,Denver Jones,Auburn,4.66,1.90,6.56,1796,4.76,0.89,5.65,128.2,83.6,44.6,403
2024-25,All,103,RJ Luis Jr.,St. John's,3.41,3.12,6.54,1967,3.65,2.10,5.75,117.5,82.8,34.7,412
2024-25,All,104,KJ Lewis,Arizona,3.37,3.12,6.49,1674,2.98,3.44,6.41,121.8,92.2,29.7,169
2024-25,All,105,Aden Holloway,Alabama,5.87,0.61,6.47,1490,4.95,1.01,5.96,127.5,95.3,32.2,257
2024-25,All,106,Kobe Johnson,UCLA,3.00,3.46,6.46,1638,3.74,2.57,6.31,116.2,88.7,27.4,213
2024-25,All,107,John Blackwell,Wisconsin,4.14,2.28,6.42,1958,2.99,1.39,4.39,125.1,91.3,33.8,364
2024-25,All,108,Sean Pedulla,Ole Miss,3.89,2.52,6.41,2075,4.41,2.50,6.91,115.9,91.9,24.0,122
2024-25,All,109,Alvaro Folgueiras,Robert Morris,3.58,2.79,6.37,1768,4.54,2.34,6.89,109.3,96.5,12.8,198
2024-25,All,110,Darius Johnson,UCF,4.33,2.02,6.35,2308,4.53,2.12,6.66,114.7,99.4,15.4,28
2024-25,All,111,Miles Kelly,Auburn,3.81,2.50,6.30,1861,3.49,2.41,5.90,129.2,86.9,42.3,404
2024-25,All,112,Samson Johnson,Connecticut,3.67,2.61,6.28,1038,3.83,3.37,7.19,125.8,96.1,29.8,176
2024-25,All,113,Jordan Gainey,Tennessee,4.09,2.18,6.28,1704,3.68,2.29,5.97,125.8,87.9,37.8,347
2024-25,All,114,Arthur Kaluma,Texas,2.97,3.29,6.26,1664,2.48,2.51,4.99,119.3,92.0,27.3,227
2024-25,All,115,Will Riley,Illinois,5.19,1.04,6.23,1599,4.21,0.62,4.83,126.3,94.3,31.9,258
2024-25,All,116,KJ Adams,Kansas,3.39,2.82,6.21,1620,3.50,1.74,5.24,116.4,85.5,30.8,207
2024-25,All,117,Carter Bryant,Arizona,3.14,3.06,6.21,1272,2.14,3.52,5.66,126.4,91.3,35.1,197
2024-25,All,118,Thomas Sorber,Georgetown,1.73,4.47,6.20,1286,2.91,2.53,5.44,108.6,84.8,23.8,206
2024-25,All,119,Chaz Lanier,Tennessee,4.03,2.16,6.19,1944,4.62,1.70,6.32,119.7,85.0,34.7,344
2024-25,All,120,Curtis Jones,Iowa State,4.52,1.66,6.19,1818,4.41,1.27,5.67,120.5,89.6,30.9,327
2024-25,All,121,Maliq Brown,Duke,2.02,4.13,6.15,672,1.98,2.35,4.33,123.5,80.3,43.2,165
2024-25,All,122,Stevie Mitchell,Marquette,3.07,3.07,6.14,1596,3.36,2.29,5.66,117.7,88.8,29.0,197
2024-25,All,123,Jaeden Zackery,Clemson,3.56,2.58,6.14,1964,3.14,1.50,4.64,119.1,89.8,29.3,343
2024-25,All,124,Oumar Ballo,Indiana,3.05,3.08,6.13,1542,3.52,2.45,5.97,112.5,92.9,19.6,44
2024-25,All,125,Malik Reneau,Indiana,3.54,2.59,6.13,1060,4.13,2.01,6.14,112.2,92.8,19.4,62
2024-25,All,126,Jaden Bradley,Arizona,3.89,2.24,6.12,2226,3.48,2.05,5.53,123.1,92.5,30.5,261
2024-25,All,127,Hayden Gray,UC San Diego,2.92,3.18,6.10,1848,2.85,1.87,4.72,115.6,87.3,28.3,459
2024-25,All,128,Keba Keita,BYU,2.22,3.86,6.08,1279,2.12,2.83,4.95,121.5,91.2,30.4,145
2024-25,All,129,Terrance Arceneaux,Houston,2.28,3.80,6.08,1267,2.18,1.63,3.82,122.7,77.1,45.6,394
2024-25,All,130,Coleman Hawkins,Kansas State,2.35,3.71,6.07,1724,1.98,3.26,5.24,111.1,93.6,17.5,56
2024-25,All,131,Chris Manon,Vanderbilt,3.46,2.60,6.05,1057,3.27,4.30,7.57,120.3,102.1,18.2,-23
2024-25,All,132,Skyy Clark,UCLA,3.83,2.21,6.04,1483,4.13,1.42,5.56,119.3,88.9,30.5,249
2024-25,All,133,Alvaro Cardenas,Boise State,4.75,1.29,6.04,2080,4.59,0.77,5.35,118.7,96.1,22.6,302
2024-25,All,134,Grant Nelson,Alabama,3.32,2.70,6.03,1796,2.50,3.12,5.62,125.1,93.7,31.4,189
2024-25,All,135,Mason Gillis,Duke,4.38,1.61,6.00,912,2.33,0.50,2.83,133.7,86.1,47.6,308
2024-25,All,136,Deivon Smith,St. John's,3.06,2.93,5.99,1436,2.64,2.15,4.79,116.4,85.0,31.4,279
2024-25,All,137,Kwame Evans Jr.,Oregon,2.19,3.80,5.99,978,0.91,1.45,2.37,116.8,84.3,32.5,155
2024-25,All,138,Jacksen Moni,North Dakota State,5.48,0.51,5.98,1330,5.46,0.56,6.02,123.0,105.2,17.8,231
2024-25,All,139,Jaden Akins,Michigan State,2.71,3.26,5.97,1748,2.17,1.34,3.50,118.8,83.2,35.6,319
2024-25,All,140,Payton Sandfort,Iowa,4.65,1.29,5.94,1900,3.59,1.81,5.40,118.4,101.0,17.5,85
2024-25,All,141,Asa Newell,Georgia,4.13,1.81,5.93,1654,5.00,1.79,6.79,114.5,93.4,21.1,94
2024-25,All,142,Ace Bailey,Rutgers,3.32,2.61,5.93,1752,2.13,2.09,4.22,116.1,97.0,19.0,44
2024-25,All,143,Brice Williams,Nebraska,4.61,1.29,5.89,2066,4.42,1.46,5.88,114.9,96.6,18.3,76
2024-25,All,144,Dawson Garcia,Minnesota,4.13,1.76,5.89,1818,4.79,2.06,6.85,109.9,97.7,12.2,-18
2024-25,All,145,Rasheer Fleming,Saint Joseph's,3.15,2.74,5.89,1883,3.51,2.58,6.08,113.5,94.9,18.7,261
2024-25,All,146,Zach Freemantle,Xavier,3.21,2.68,5.89,1662,3.10,1.61,4.71,116.9,90.2,26.7,236
2024-25,All,147,Otega Oweh,Kentucky,2.95,2.92,5.87,1841,3.46,3.13,6.59,122.1,93.6,28.5,156
2024-25,All,148,Jahmai Mashack,Tennessee,2.25,3.61,5.87,1710,2.00,3.45,5.45,119.6,86.3,33.3,229
2024-25,All,149,Mark Mitchell,Missouri,3.73,2.14,5.86,1598,3.04,1.47,4.51,123.4,93.9,29.4,270
2024-25,All,150,AK Okereke,Cornell,5.35,0.51,5.86,1279,5.33,1.81,7.14,122.3,107.4,14.9,153
2024-25,All,151,Mason Falslev,Utah State,4.66,1.20,5.85,1821,4.38,2.20,6.58,121.3,101.3,20.0,195
2024-25,All,152,Fousseyni Traore,BYU,5.15,0.70,5.85,1046,4.49,0.67,5.16,124.7,102.4,22.3,132
2024-25,All,153,Tre Holloman,Michigan State,3.58,2.27,5.85,1459,3.21,1.62,4.83,119.8,87.7,32.0,233
2024-25,All,154,Matt Cross,SMU,3.80,2.05,5.85,1738,3.11,1.66,4.76,119.1,95.6,23.5,260
2024-25,All,155,Nolan Hickman,Gonzaga,4.29,1.55,5.84,1854,3.99,0.43,4.41,125.0,90.1,34.9,440
2024-25,All,156,Ernest Udeh Jr.,TCU,2.39,3.41,5.80,1320,2.19,2.78,4.97,110.5,92.1,18.4,10
2024-25,All,157,Aday Mara,UCLA,2.42,3.38,5.80,700,3.67,2.45,6.12,116.4,84.6,31.9,145
2024-25,All,158,Tytan Anderson,Northern Iowa,3.65,2.13,5.78,1602,3.43,1.40,4.83,114.5,95.7,18.8,230
2024-25,All,159,Chase Hunter,Clemson,4.03,1.72,5.74,1860,4.32,1.52,5.84,117.9,91.3,26.6,264
2024-25,All,160,Elliot Cadeau,North Carolina,3.17,2.56,5.73,1848,2.90,2.05,4.95,117.7,93.0,24.7,183
2024-25,All,161,Matthew Murrell,Ole Miss,3.85,1.87,5.72,1702,2.55,2.10,4.64,119.1,92.1,27.0,111
2024-25,All,162,Ryan Conwell,Xavier,4.11,1.60,5.71,1948,4.10,0.90,5.01,118.4,92.1,26.3,249
2024-25,All,163,Solomon Washington,Texas A&M,1.82,3.89,5.71,1200,0.66,2.70,3.36,116.1,84.5,31.6,115
2024-25,All,164,Egor Demin,BYU,3.69,2.01,5.69,1574,3.00,1.88,4.88,124.9,95.2,29.8,236
2024-25,All,165,Rodney Rice,Maryland,4.38,1.28,5.66,1972,3.66,0.02,3.69,124.1,86.8,37.3,468
2024-25,All,166,David N'Guessan,Kansas State,3.35,2.30,5.65,1645,4.06,1.10,5.16,112.5,91.2,21.3,96
2024-25,All,167,Matthew Nicholson,Northwestern,1.89,3.76,5.65,1330,1.72,1.99,3.71,112.4,86.2,26.3,169
2024-25,All,168,Keshon Gilbert,Iowa State,2.65,3.00,5.65,1600,1.91,1.38,3.30,119.0,86.0,33.0,340
2024-25,All,169,Rylan Jones,Samford,4.75,0.89,5.64,1644,4.63,0.56,5.19,116.0,100.3,15.7,240
2024-25,All,170,Taye Fields,North Alabama,3.43,2.20,5.63,1633,4.26,2.18,6.44,112.9,99.1,13.8,187
2024-25,All,171,Micah Peavy,Georgetown,2.71,2.91,5.62,2020,3.44,2.34,5.78,109.0,93.9,15.1,93
2024-25,All,172,PJ Haggerty,Memphis,3.57,2.03,5.60,2307,3.75,1.64,5.40,113.6,92.1,21.4,203
2024-25,All,173,Mikey Lewis,Saint Mary's,2.40,3.19,5.59,880,2.66,0.86,3.52,117.3,80.1,37.2,266
2024-25,All,174,Isaiah Evans,Duke,5.04,0.54,5.58,821,4.03,-0.62,3.41,134.5,90.3,44.2,258
2024-25,All,175,Henry Coleman III,Texas A&M,3.42,2.14,5.56,1269,3.16,1.02,4.18,115.5,87.7,27.9,105
2024-25,All,176,J'Vonne Hadley,Louisville,3.60,1.96,5.56,1994,3.22,1.16,4.39,119.9,91.3,28.6,287
2024-25,All,177,Bez Mbeng,Yale,2.65,2.91,5.56,1646,2.81,2.20,5.01,116.6,96.3,20.3,251
2024-25,All,178,Jack Clark,VCU,3.41,2.11,5.52,1659,4.01,1.37,5.38,117.3,90.7,26.5,320
2024-25,All,179,Tre Johnson,Texas,3.90,1.61,5.51,1981,3.78,1.05,4.83,117.3,94.6,22.7,127
2024-25,All,180,Jaemyn Brakefield,Ole Miss,4.41,1.10,5.51,1432,3.93,1.37,5.30,118.7,95.0,23.7,95
2024-25,All,181,Ian Martinez,Utah State,4.70,0.80,5.50,1674,5.45,0.37,5.82,120.6,100.4,20.1,198
2024-25,All,182,Koby Brea,Kentucky,5.20,0.29,5.50,1822,4.47,1.13,5.60,125.2,97.7,27.4,160
2024-25,All,183,Mohamed Wague,Oklahoma,2.84,2.65,5.49,656,1.47,1.41,2.88,122.6,91.9,30.7,71
2024-25,All,184,Brooks Barnhizer,Northwestern,2.38,3.11,5.49,1047,2.24,3.50,5.74,113.0,93.7,19.3,53
2024-25,All,185,Kobe Sanders,Nevada,4.66,0.82,5.48,1717,4.63,1.07,5.70,117.3,98.9,18.4,168
2024-25,All,186,Patrick Ngongba,Duke,3.72,1.75,5.47,536,3.91,1.15,5.06,133.1,90.3,42.8,170
2024-25,All,187,B.J. Edwards,SMU,2.86,2.60,5.46,1804,2.71,2.47,5.18,116.4,94.7,21.7,238
2024-25,All,188,Baba Miller,Florida Atlantic,3.03,2.43,5.45,1740,2.44,2.04,4.49,116.2,100.4,15.8,125
2024-25,All,189,Kylan Boswell,Illinois,3.71,1.74,5.45,1961,3.67,1.90,5.57,120.6,94.2,26.3,186
2024-25,All,190,Robbie Avila,Saint Louis,3.74,1.71,5.45,1732,2.80,1.70,4.51,113.0,99.2,13.8,120
2024-25,All,191,Aaron Scott,St. John's,2.21,3.24,5.45,1718,2.26,1.87,4.13,116.1,82.5,33.5,322
2024-25,All,192,Trevin Knell,BYU,4.46,0.98,5.44,1274,4.74,0.83,5.58,121.6,93.6,28.0,216
2024-25,All,193,Jaxon Kohler,Michigan State,2.69,2.76,5.44,1314,3.23,2.26,5.49,122.4,85.4,37.0,281
2024-25,All,194,Devin Tillis,UC Irvine,3.77,1.66,5.43,1923,3.52,0.55,4.07,112.1,91.8,20.3,326
2024-25,All,195,Boogie Fland,Arkansas,3.20,2.23,5.43,1178,3.22,1.10,4.32,115.2,88.2,27.0,193
2024-25,All,196,Silas Demary Jr.,Georgia,2.85,2.58,5.43,1787,3.27,2.24,5.50,114.4,92.1,22.3,120
2024-25,All,197,Fletcher Loyer,Purdue,4.82,0.59,5.41,1826,4.55,0.28,4.83,124.7,96.3,28.4,222
2024-25,All,198,Juwan Gary,Nebraska,3.28,2.12,5.41,1851,2.36,1.65,4.01,115.6,94.6,21.1,105
2024-25,All,199,Tre Donaldson,Michigan,3.47,1.93,5.40,2045,3.40,1.52,4.91,117.5,89.5,28.0,220
2024-25,All,200,Ja'Vier Francis,Houston,1.47,3.92,5.39,921,1.42,2.52,3.93,119.3,83.2,36.1,145
2024-25,All,201,Nolan Winter,Wisconsin,3.16,2.21,5.37,1333,4.45,1.27,5.72,119.6,89.5,30.1,204
2024-25,All,202,Reyne Smith,Louisville,4.81,0.53,5.34,1646,3.63,0.00,3.63,122.8,91.4,31.4,307
2024-25,All,203,Nick Davidson,Nevada,3.68,1.66,5.34,1806,4.08,1.56,5.64,112.8,99.0,13.8,115
2024-25,All,204,Ishmael Leggett,Pittsburgh,3.08,2.23,5.31,1830,2.59,2.23,4.82,116.5,94.9,21.7,164
2024-25,All,205,Dre Davis,Ole Miss,1.91,3.39,5.31,1535,1.52,2.25,3.77,116.9,88.1,28.8,167
2024-25,All,206,Xaivian Lee,Princeton,4.00,1.30,5.30,1592,5.02,1.49,6.51,107.8,101.4,6.4,3
2024-25,All,207,Ven-Allen Lubin,North Carolina,3.12,2.15,5.26,1280,2.39,1.63,4.01,122.6,91.3,31.4,182
2024-25,All,208,Jamiya Neal,Creighton,2.05,3.21,5.26,2096,2.41,2.43,4.83,117.3,90.7,26.6,222
2024-25,All,209,Christoph Tilly,Santa Clara,3.32,1.93,5.26,1231,3.72,1.58,5.30,117.8,96.8,20.9,178
2024-25,All,210,Kadin Shedrick,Texas,2.52,2.70,5.22,1584,1.69,1.85,3.54,118.8,93.4,25.4,182
2024-25,All,211,Quimari Peterson,East Tennessee State,3.80,1.41,5.22,1756,5.13,0.86,5.99,108.6,97.5,11.1,149
2024-25,All,212,Dylan Darling,Idaho State,4.85,0.37,5.21,1520,5.80,1.10,6.90,109.6,105.5,4.0,41
2024-25,All,213,Zeb Jackson,VCU,3.58,1.63,5.20,1086,3.63,0.85,4.48,120.2,92.5,27.7,184
2024-25,All,214,Dailyn Swain,Xavier,2.12,3.08,5.20,1690,2.71,2.39,5.10,115.0,92.0,22.9,157
