year,conference,rank,player_name,team,obpr,dbpr,bpr,poss,box_obpr,box_dbpr,box_bpr,adj_team_off_eff,adj_team_def_eff,adj_team_eff_margin,plus_minus
2023-24,All,111,Achor Achor,Samford,3.65,2.43,6.08,1340,4.07,1.40,5.47,116.9,93.0,23.9,286
2023-24,All,112,Dajuan Harris Jr.,Kansas,3.66,2.38,6.05,2052,3.23,1.63,4.86,114.2,89.5,24.7,176
2023-24,All,113,Fousseyni Traore,BYU,3.66,2.39,6.04,830,4.27,1.16,5.43,119.1,91.1,28.0,126
2023-24,All,114,Norchad Omier,Miami (Fla.),3.34,2.68,6.02,1680,3.46,2.38,5.84,113.0,96.5,16.5,77
2023-24,All,115,Shykeim Phillips,UNC Wilmington,3.95,2.06,6.01,1266,4.88,1.58,6.46,117.1,99.2,17.9,159
2023-24,All,116,Quincy Olivari,Xavier,4.51,1.49,6.00,1978,5.35,1.91,7.26,112.5,94.8,17.7,36
2023-24,All,117,Alex Ducas,Saint Mary's,3.62,2.38,6.00,1512,4.67,1.04,5.71,114.4,86.1,28.4,309
2023-24,All,118,Kenan Blackshear,Nevada,2.67,3.32,5.98,1613,2.29,2.24,4.53,116.1,88.6,27.5,278
2023-24,All,119,Maliq Brown,Syracuse,3.75,2.23,5.98,1680,3.21,3.31,6.52,113.2,98.6,14.6,32
2023-24,All,120,Juwan Gary,Nebraska,3.13,2.85,5.98,1302,3.03,1.42,4.45,118.2,88.7,29.5,202
2023-24,All,121,Dayvion McKnight,Xavier,4.05,1.90,5.95,2088,4.35,1.79,6.14,112.7,93.8,18.8,79
2023-24,All,122,Hason Ward,Iowa State,2.15,3.78,5.93,744,2.68,2.78,5.46,119.6,81.2,38.4,168
2023-24,All,123,David Jones,Memphis,4.14,1.79,5.92,1892,4.42,2.07,6.48,115.6,97.8,17.8,147
2023-24,All,124,Guillermo Diaz Graham,Pittsburgh,3.36,2.53,5.89,982,2.95,2.67,5.62,119.1,95.0,24.0,168
2023-24,All,125,Max Fiedler,Rice,5.04,0.84,5.88,1584,5.82,1.64,7.46,103.9,106.5,-2.5,-126
2023-24,All,126,Jamir Watkins,Florida State,2.92,2.93,5.86,1703,3.59,3.63,7.23,111.0,95.7,15.3,16
2023-24,All,127,Marcus Domask,Illinois,5.04,0.81,5.84,2290,4.60,0.79,5.39,124.9,95.7,29.2,324
2023-24,All,128,JT Toppin,New Mexico,2.93,2.89,5.83,1688,3.49,2.77,6.25,116.4,90.0,26.4,255
2023-24,All,129,Lance Jones,Purdue,2.91,2.91,5.81,1917,3.03,1.69,4.72,127.8,85.5,42.3,469
2023-24,All,130,Collin Murray-Boyles,South Carolina,3.32,2.48,5.80,1012,4.54,2.34,6.88,117.3,93.5,23.8,70
2023-24,All,131,Jared McCain,Duke,4.43,1.36,5.78,1919,4.73,1.04,5.77,121.6,92.0,29.6,314
2023-24,All,132,Steven Crowl,Wisconsin,4.28,1.49,5.78,1718,4.09,1.10,5.19,119.3,94.0,25.3,153
2023-24,All,133,Grant Nelson,Alabama,3.74,2.01,5.75,1774,3.75,3.03,6.78,126.4,98.2,28.1,183
2023-24,All,134,Hunter Sallis,Wake Forest,4.27,1.48,5.75,2066,3.80,1.17,4.97,118.7,94.8,23.9,271
2023-24,All,135,Brock Cunningham,Texas,3.31,2.43,5.74,1284,3.11,1.75,4.86,115.1,89.9,25.2,185
2023-24,All,136,Yaxel Lendeborg,UAB,3.49,2.22,5.72,1784,4.13,3.00,7.13,114.0,100.4,13.6,89
2023-24,All,137,Emanuel Sharp,Houston,3.45,2.25,5.70,1685,3.82,1.62,5.44,119.1,81.7,37.4,360
2023-24,All,138,Isaiah Crawford,Louisiana Tech,2.52,3.18,5.70,1657,2.64,3.03,5.67,108.0,94.2,13.8,191
2023-24,All,139,Mason Gillis,Purdue,4.66,1.03,5.70,1398,4.91,0.19,5.10,126.4,88.4,38.0,337
2023-24,All,140,Latrell Wrightsell Jr.,Alabama,4.01,1.67,5.68,1360,4.29,1.22,5.51,125.8,92.2,33.7,244
2023-24,All,141,Rivaldo Soares,Oklahoma,4.31,1.36,5.68,1229,3.97,0.81,4.78,119.5,92.0,27.5,182
2023-24,All,142,Jonas Aidoo,Tennessee,1.82,3.85,5.67,1572,2.32,3.02,5.35,116.3,83.5,32.8,243
2023-24,All,143,Max Abmas,Texas,4.68,0.98,5.66,2048,4.56,0.76,5.31,115.3,92.2,23.1,211
2023-24,All,144,Antonio Reeves,Kentucky,5.52,0.11,5.63,1918,5.36,0.38,5.74,124.6,97.5,27.1,270
2023-24,All,145,Isaac Jones,Washington State,3.35,2.25,5.60,1860,3.39,1.66,5.05,113.6,92.0,21.6,196
2023-24,All,146,Malevy Leons,Bradley,3.02,2.58,5.59,1970,2.68,2.17,4.85,112.4,95.1,17.3,200
2023-24,All,147,Spencer Johnson,BYU,3.95,1.65,5.59,1669,4.20,1.10,5.30,120.3,93.7,26.6,230
2023-24,All,148,Solomon Washington,Texas A&M,3.22,2.36,5.58,1358,2.88,2.06,4.94,121.1,92.4,28.7,138
2023-24,All,149,Ian Schieffelin,Clemson,4.10,1.47,5.57,1688,4.31,2.42,6.72,120.3,97.4,22.9,111
2023-24,All,150,Jameer Nelson Jr.,TCU,2.78,2.78,5.57,1494,2.42,2.85,5.27,117.7,92.1,25.6,212
2023-24,All,151,Tony Perkins,Iowa,4.03,1.53,5.56,1905,3.72,2.15,5.87,120.6,99.2,21.4,149
2023-24,All,152,Darius Johnson,UCF,3.07,2.49,5.55,1875,3.03,2.26,5.29,108.1,90.0,18.1,101
2023-24,All,153,Keshad Johnson,Arizona,3.24,2.31,5.55,1836,3.71,1.64,5.35,121.2,87.1,34.1,324
2023-24,All,154,Great Osobor,Utah State,2.80,2.74,5.54,1964,3.11,2.45,5.56,114.5,94.1,20.4,211
2023-24,All,155,Tyrese Proctor,Duke,3.97,1.57,5.54,1646,3.83,0.41,4.24,121.4,89.5,31.9,306
2023-24,All,156,Ja'Kobi Gillespie,Belmont,3.71,1.83,5.54,1397,3.96,1.43,5.39,111.8,97.5,14.3,153
2023-24,All,157,Ace Baldwin Jr.,Penn State,3.42,2.10,5.53,2092,3.19,2.24,5.43,110.3,97.3,13.0,14
2023-24,All,158,DJ Horne,NC State,4.03,1.48,5.52,2242,3.78,1.08,4.87,115.7,93.3,22.4,196
2023-24,All,159,Boogie Ellis,USC,4.39,1.08,5.46,1689,3.73,1.10,4.84,112.9,97.7,15.2,26
2023-24,All,160,Caden Pierce,Princeton,4.13,1.33,5.45,1546,4.98,1.56,6.53,118.6,100.3,18.4,198
2023-24,All,161,Elijah Hawkins,Minnesota,4.25,1.18,5.44,1850,4.45,1.77,6.21,115.4,98.4,16.9,108
2023-24,All,162,Xavier Johnson,Southern Illinois,3.86,1.57,5.43,1880,4.65,1.24,5.89,110.5,98.8,11.7,138
2023-24,All,163,Mitchell Saxen,Saint Mary's,2.86,2.55,5.42,1490,3.13,1.50,4.63,117.6,88.1,29.5,315
2023-24,All,164,Dallin Hall,BYU,4.32,1.08,5.41,1734,4.82,0.66,5.48,121.9,94.0,27.8,289
2023-24,All,165,Julian Reese,Maryland,1.52,3.87,5.39,1705,1.25,2.81,4.06,108.1,86.9,21.2,183
2023-24,All,166,Josh Hubbard,Mississippi State,4.26,1.10,5.36,1677,4.70,0.33,5.03,114.6,89.3,25.3,184
2023-24,All,167,Hunter Cattoor,Virginia Tech,4.08,1.24,5.32,1871,4.05,0.42,4.47,114.4,95.4,19.0,139
2023-24,All,168,Ja'Kobe Walter,Baylor,3.96,1.35,5.31,1847,3.63,1.04,4.67,122.3,94.6,27.7,220
2023-24,All,169,Ryan Young,Duke,2.92,2.38,5.29,695,0.90,0.92,1.82,121.7,86.3,35.4,145
2023-24,All,170,Tyrece Radford,Texas A&M,4.64,0.65,5.29,1736,4.92,0.47,5.39,117.8,96.1,21.7,102
2023-24,All,171,Andrew Carr,Wake Forest,3.36,1.93,5.28,1960,3.40,1.42,4.82,118.5,93.7,24.7,275
2023-24,All,172,Viktor Lakhin,Cincinnati,2.57,2.69,5.26,1094,3.37,1.39,4.75,113.3,90.6,22.7,136
2023-24,All,173,Amari Williams,Drexel,1.39,3.86,5.25,1220,2.04,2.75,4.79,106.4,94.0,12.4,97
2023-24,All,174,Kalib Boone,UNLV,2.56,2.69,5.25,1146,2.49,2.89,5.38,114.2,97.5,16.6,56
2023-24,All,175,Dae Dae Grant,Duquesne,4.78,0.46,5.24,1854,4.25,0.37,4.62,111.6,94.3,17.2,136
2023-24,All,176,Tyon Grant-Foster,Grand Canyon,2.65,2.59,5.24,1983,2.43,2.31,4.74,113.5,91.5,22.0,345
2023-24,All,177,Simas Lukosius,Cincinnati,3.55,1.68,5.23,1822,3.71,0.22,3.93,114.3,87.6,26.7,284
2023-24,All,178,Eric Gaines,UAB,2.73,2.50,5.23,1989,2.87,2.71,5.58,112.7,101.5,11.1,36
2023-24,All,179,Stevie Mitchell,Marquette,2.45,2.78,5.23,1528,1.77,1.84,3.61,120.6,87.1,33.5,193
2023-24,All,180,Keyshaun Langley,UNC Greensboro,4.20,1.03,5.22,1526,3.86,0.35,4.20,112.3,100.5,11.7,132
2023-24,All,181,Tre Donaldson,Auburn,3.75,1.47,5.22,1190,3.76,0.71,4.47,123.4,88.4,35.0,269
2023-24,All,182,Joseph Tugler,Houston,1.41,3.80,5.21,722,0.20,2.58,2.78,122.7,77.3,45.4,267
2023-24,All,183,Joshua Jefferson,Saint Mary's,1.61,3.60,5.21,997,2.94,2.39,5.33,115.4,82.2,33.2,246
2023-24,All,184,Dre Davis,Seton Hall,2.99,2.22,5.21,2075,3.50,2.29,5.78,112.1,91.1,21.1,146
2023-24,All,185,Clifford Omoruyi,Rutgers,1.04,4.16,5.21,1491,0.57,4.02,4.59,101.2,89.8,11.4,-26
2023-24,All,186,Mark Mitchell,Duke,2.67,2.52,5.18,1602,2.64,1.10,3.74,120.3,88.1,32.3,302
2023-24,All,187,Neal Quinn,Richmond,3.05,2.13,5.18,1542,2.82,1.80,4.62,108.7,94.4,14.3,110
2023-24,All,188,Keion Brooks Jr.,Washington,3.87,1.30,5.17,2012,3.61,1.06,4.67,116.5,97.4,19.2,137
2023-24,All,189,KJ Lewis,Arizona,3.21,1.95,5.16,1181,3.18,1.97,5.15,122.5,88.8,33.7,249
2023-24,All,190,Curtis Jones,Iowa State,3.43,1.72,5.15,1688,3.26,1.26,4.52,116.3,86.4,29.9,301
2023-24,All,191,Jermaine Couisnard,Oregon,3.69,1.45,5.14,2058,3.45,1.65,5.10,115.7,95.9,19.8,145
2023-24,All,192,Rollie Worster,Utah,2.95,2.19,5.14,912,2.50,0.86,3.36,114.3,89.2,25.1,120
2023-24,All,193,DJ Burns,Youngstown State,3.65,1.48,5.13,1466,4.36,1.77,6.13,112.8,99.7,13.1,172
2023-24,All,194,Tylor Perry,Kansas State,3.90,1.22,5.12,2130,4.19,0.90,5.09,106.9,92.6,14.3,5
2023-24,All,195,Josh Cohen,Massachusetts,4.26,0.82,5.08,1564,4.70,0.65,5.35,113.4,97.5,15.8,219
2023-24,All,196,Aboubacar Traore,Long Beach State,3.12,1.96,5.08,1942,3.75,2.28,6.03,106.6,100.1,6.5,29
2023-24,All,197,Brice Williams,Nebraska,3.49,1.58,5.07,1752,3.37,2.02,5.39,117.7,95.0,22.7,169
2023-24,All,198,Carlton Carrington,Pittsburgh,3.76,1.30,5.06,1828,4.05,1.25,5.30,117.2,93.6,23.6,218
2023-24,All,199,Warren Washington,Texas Tech,2.68,2.38,5.06,1115,2.29,2.07,4.36,120.4,94.5,25.9,169
2023-24,All,200,Erik Reynolds II,Saint Joseph's,4.46,0.60,5.06,2090,4.41,0.05,4.46,113.2,97.0,16.2,182
2023-24,All,201,Kwame Evans Jr.,Oregon,1.95,3.11,5.05,1396,1.67,2.87,4.53,114.5,93.1,21.4,124
2023-24,All,202,Donovan Gregory,Appalachian State,2.46,2.59,5.05,1632,2.32,1.49,3.81,109.4,90.4,19.0,240
2023-24,All,203,Tyler Wahl,Wisconsin,2.30,2.74,5.04,1694,2.51,1.88,4.39,117.4,92.5,24.8,125
2023-24,All,204,Tre Coleman,Nevada,2.76,2.27,5.03,1695,2.21,1.77,3.98,116.8,91.4,25.5,264
2023-24,All,205,Elliot Cadeau,North Carolina,2.30,2.72,5.02,1586,2.00,0.91,2.91,120.3,84.9,35.4,351
2023-24,All,206,KJ Adams,Kansas,3.17,1.85,5.01,1935,3.41,1.78,5.19,114.8,89.8,25.0,168
2023-24,All,207,Sean Pedulla,Virginia Tech,3.46,1.54,5.00,1768,2.79,1.16,3.95,115.9,96.2,19.7,114
2023-24,All,208,Joel Scott,Colorado State,2.87,2.13,5.00,1635,3.40,1.58,4.98,115.3,91.1,24.1,207
2023-24,All,209,Joe Toussaint,Texas Tech,3.15,1.85,5.00,1912,2.99,1.01,4.01,117.4,93.5,23.9,202
2023-24,All,210,Chris Youngblood,South Florida,4.11,0.90,5.00,1718,4.11,-0.12,3.99,112.7,94.2,18.5,231
2023-24,All,211,D.J. Jeffries,Mississippi State,1.59,3.40,5.00,1466,0.74,2.01,2.75,113.9,85.4,28.5,210
2023-24,All,212,Kasean Pryor,South Florida,1.92,3.06,4.98,1494,2.84,2.14,4.98,111.7,91.2,20.6,218
2023-24,All,213,Kobe Johnson,USC,2.12,2.85,4.97,1668,1.36,3.54,4.90,113.0,97.3,15.7,2
2023-24,All,214,Spencer Jones,Stanford,2.85,2.11,4.96,1293,2.09,1.61,3.70,110.2,97.6,12.6,9
