year,conference,rank,player_name,team,obpr,dbpr,bpr,poss,box_obpr,box_dbpr,box_bpr,adj_team_off_eff,adj_team_def_eff,adj_team_eff_margin,plus_minus
2022-23,All,38,Johni Broome,Auburn,2.44,4.59,7.03,1530,2.79,3.62,6.41,110.1,86.8,23.3,127
2022-23,All,39,Anton Watson,Gonzaga,4.17,2.85,7.02,1911,4.10,2.68,6.78,121.6,93.4,28.1,282
2022-23,All,40,Adam Flagler,Baylor,6.47,0.54,7.01,1830,5.98,0.93,6.91,121.8,95.7,26.1,205
2022-23,All,41,Walter Clayton Jr.,Iona,5.00,2.00,7.00,1686,5.11,1.82,6.92,113.6,91.7,22.0,336
2022-23,All,42,Norchad Omier,Miami (Fla.),3.59,3.40,6.98,1802,3.22,2.79,6.01,121.0,92.6,28.4,287
2022-23,All,43,Jalen Slawson,Furman,4.23,2.75,6.98,1770,4.06,2.56,6.62,114.7,97.9,16.8,253
2022-23,All,44,Armando Bacot,North Carolina,4.09,2.80,6.90,1676,3.30,1.73,5.03,113.4,90.5,22.8,167
2022-23,All,45,Darius McGhee,Liberty,5.49,1.39,6.88,1792,5.69,0.66,6.35,113.1,91.4,21.7,347
2022-23,All,46,Braden Smith,Purdue,4.37,2.50,6.87,1720,4.91,1.83,6.74,119.5,86.2,33.3,349
2022-23,All,47,Colby Jones,Xavier,4.85,1.98,6.83,2198,4.57,2.06,6.64,120.3,93.7,26.6,254
2022-23,All,48,Oso Ighodaro,Marquette,3.97,2.84,6.81,1948,4.25,1.79,6.04,118.1,88.0,30.1,334
2022-23,All,49,Dajuan Harris Jr.,Kansas,4.14,2.64,6.79,2172,4.43,2.36,6.79,113.5,86.6,27.0,246
2022-23,All,50,Marcus Carr,Texas,4.48,2.31,6.79,2262,4.43,1.54,5.96,115.2,85.5,29.7,355
2022-23,All,51,Brandin Podziemski,Santa Clara,4.69,2.09,6.78,1994,5.64,2.46,8.11,109.6,95.3,14.3,149
2022-23,All,52,Kris Murray,Iowa,5.24,1.54,6.78,1762,5.66,1.45,7.11,119.8,97.6,22.2,144
2022-23,All,53,Enrique Freeman,Akron,3.90,2.84,6.74,1636,3.52,1.92,5.44,113.0,93.7,19.3,258
2022-23,All,54,D'Moi Hodge,Missouri,4.70,2.01,6.71,1794,5.12,2.66,7.78,117.1,98.9,18.1,143
2022-23,All,55,Jarace Walker,Houston,3.59,3.12,6.70,1624,3.38,2.52,5.90,119.7,84.0,35.7,402
2022-23,All,56,Sir'Jabari Rice,Texas,5.19,1.45,6.64,1699,4.40,1.43,5.83,120.4,88.7,31.7,298
2022-23,All,57,Cam Spencer,Rutgers,4.10,2.50,6.60,1778,5.30,2.03,7.33,106.2,84.1,22.1,221
2022-23,All,58,Liam Robbins,Vanderbilt,3.89,2.70,6.59,1014,4.80,3.56,8.37,117.4,99.3,18.0,69
2022-23,All,59,Kadary Richmond,Seton Hall,2.44,4.13,6.57,1298,1.87,3.22,5.09,107.0,84.9,22.0,118
2022-23,All,60,Cameron Matthews,Mississippi State,2.36,4.11,6.47,1500,2.62,2.46,5.07,108.0,81.9,26.1,230
2022-23,All,61,Jaylin Williams,Auburn,4.05,2.37,6.42,1589,4.08,2.05,6.13,113.4,88.1,25.3,188
2022-23,All,62,Ace Baldwin Jr.,VCU,3.73,2.65,6.38,1788,2.88,1.04,3.92,109.4,86.3,23.0,326
2022-23,All,63,Branden Carlson,Utah,3.49,2.89,6.37,1522,4.09,1.61,5.70,108.1,86.8,21.3,215
2022-23,All,64,Jordan Hawkins,Connecticut,5.19,1.16,6.35,1853,5.48,0.89,6.37,122.9,88.2,34.7,361
2022-23,All,65,Devin Carter,Providence,3.33,3.01,6.35,1833,2.85,2.86,5.71,116.0,92.9,23.1,191
2022-23,All,66,Erik Stevenson,West Virginia,4.13,2.22,6.34,1554,4.10,1.56,5.66,115.5,92.0,23.5,144
2022-23,All,67,Tyree Appleby,Wake Forest,4.91,1.43,6.33,2126,4.36,1.21,5.58,114.3,96.3,18.0,162
2022-23,All,68,Gradey Dick,Kansas,3.93,2.40,6.32,2079,4.07,1.71,5.78,115.8,86.2,29.6,297
2022-23,All,69,Joey Hauser,Michigan State,4.76,1.55,6.31,1917,4.56,1.39,5.96,114.6,92.0,22.6,117
2022-23,All,70,Cason Wallace,Kentucky,3.87,2.37,6.24,1728,4.39,2.56,6.95,114.7,92.9,21.8,165
2022-23,All,71,Souley Boum,Xavier,5.24,1.00,6.24,2349,5.30,1.16,6.47,119.5,94.1,25.4,277
2022-23,All,72,Tyger Campbell,UCLA,4.27,1.95,6.23,1993,4.27,0.62,4.89,113.3,82.8,30.5,382
2022-23,All,73,Brock Cunningham,Texas,4.03,2.15,6.18,1223,3.53,1.08,4.61,121.6,86.1,35.5,306
2022-23,All,74,Desmond Cambridge Jr.,Arizona State,3.50,2.66,6.17,1706,3.26,2.00,5.26,110.5,89.0,21.5,155
2022-23,All,75,Hakim Hart,Maryland,4.37,1.80,6.17,1858,3.77,1.44,5.21,115.8,89.5,26.3,255
2022-23,All,76,Hunter Tyson,Clemson,4.03,2.13,6.16,2014,3.74,1.61,5.35,113.0,92.7,20.3,223
2022-23,All,77,Malachi Smith,Gonzaga,5.03,1.13,6.16,1312,4.22,0.78,4.99,124.2,95.2,28.9,235
2022-23,All,78,Mark Sears,Alabama,3.95,2.20,6.15,2033,3.71,0.95,4.65,115.2,82.3,32.8,383
2022-23,All,79,Anthony Black,Arkansas,2.87,3.25,6.12,2203,2.51,2.88,5.39,111.2,87.2,23.9,223
2022-23,All,80,Jalen Bridges,Baylor,4.46,1.65,6.11,1561,3.96,1.38,5.34,121.8,94.0,27.8,215
2022-23,All,81,J'Wan Roberts,Houston,2.99,3.09,6.08,1590,3.87,1.92,5.78,117.2,81.1,36.0,389
2022-23,All,82,Connor Vanover,Oral Roberts,2.31,3.75,6.07,1431,2.08,2.97,5.05,117.4,89.9,27.5,343
2022-23,All,83,Jordan Miller,Miami (Fla.),5.19,0.85,6.05,2174,5.20,1.27,6.47,121.0,96.9,24.1,237
2022-23,All,84,Taylor Hendricks,UCF,3.20,2.83,6.02,1952,3.83,1.63,5.46,109.1,88.3,20.9,233
2022-23,All,85,Jalen Wilson,Kansas,3.50,2.49,6.00,2241,3.68,1.97,5.65,112.8,87.5,25.3,204
2022-23,All,86,RJ Davis,North Carolina,4.29,1.69,5.98,2010,4.08,1.39,5.47,113.0,90.5,22.5,170
2022-23,All,87,Kadin Shedrick,Virginia,2.71,3.25,5.96,812,2.49,3.00,5.49,116.0,88.8,27.2,123
2022-23,All,88,Boogie Ellis,USC,4.22,1.74,5.96,1890,4.56,1.19,5.75,111.3,90.8,20.5,193
2022-23,All,89,Drew Pember,UNC Asheville,3.35,2.61,5.96,1962,3.08,1.92,5.00,106.1,95.1,11.1,199
2022-23,All,90,DaRon Holmes II,Dayton,3.60,2.34,5.94,1850,3.69,1.62,5.31,109.5,92.1,17.4,216
2022-23,All,91,Terrence Shannon Jr.,Illinois,3.99,1.94,5.94,1737,4.10,1.59,5.69,111.5,89.0,22.5,191
2022-23,All,92,Kam Jones,Marquette,4.60,1.32,5.92,1864,4.17,1.09,5.26,119.5,90.5,29.0,326
2022-23,All,93,Drew Peterson,USC,3.80,2.12,5.91,2010,3.32,1.87,5.19,111.6,92.2,19.4,182
2022-23,All,94,Logan Johnson,Saint Mary's,2.40,3.51,5.91,1881,2.80,2.66,5.46,110.9,84.4,26.5,314
2022-23,All,95,Kobe Bufkin,Michigan,3.18,2.72,5.90,1902,3.13,2.37,5.50,112.9,89.8,23.2,180
2022-23,All,96,JT Shumate,Toledo,6.07,-0.17,5.89,1794,4.95,0.11,5.06,123.7,104.7,19.0,275
2022-23,All,97,Wendell Green Jr.,Auburn,3.31,2.58,5.88,1677,2.86,1.82,4.68,111.7,86.7,25.1,188
2022-23,All,98,Isaiah Wong,Miami (Fla.),4.63,1.24,5.87,2081,4.47,1.48,5.94,120.3,95.1,25.1,256
2022-23,All,99,Payton Sandfort,Iowa,6.38,-0.53,5.86,1204,4.84,0.63,5.46,126.2,102.2,24.0,194
2022-23,All,100,Terquavion Smith,NC State,3.90,1.93,5.83,2000,3.14,1.70,4.84,115.0,92.9,22.1,228
2022-23,All,101,Xavier Castaneda,Akron,5.52,0.31,5.82,1671,6.11,-0.05,6.06,113.1,96.3,16.8,232
2022-23,All,102,Oumar Ballo,Arizona,3.44,2.38,5.82,1753,3.37,1.87,5.25,118.8,90.4,28.4,275
2022-23,All,103,Clifford Omoruyi,Rutgers,1.84,3.97,5.80,1724,1.48,3.05,4.53,108.9,82.7,26.1,251
2022-23,All,104,Justyn Mutts,Virginia Tech,3.28,2.52,5.80,1849,3.99,2.70,6.69,112.3,97.1,15.1,63
2022-23,All,105,A.J. Hoggard,Michigan State,3.44,2.36,5.80,1746,3.66,2.33,5.99,112.9,90.8,22.1,106
2022-23,All,106,Adem Bona,UCLA,2.09,3.69,5.79,1264,1.70,2.07,3.77,118.0,79.1,38.8,371
2022-23,All,107,Max Abmas,Oral Roberts,5.50,0.28,5.78,2002,5.28,0.08,5.36,115.6,94.7,20.9,357
2022-23,All,108,Kyle Bowen,Saint Mary's,2.34,3.44,5.78,1794,1.91,2.58,4.49,113.2,83.2,29.9,366
2022-23,All,109,Josiah-Jordan James,Tennessee,2.65,3.11,5.75,1014,2.52,1.15,3.67,109.3,82.5,26.8,132
2022-23,All,110,Keyshaun Langley,UNC Greensboro,3.50,2.25,5.75,1566,3.04,1.01,4.06,106.2,88.2,18.0,213
2022-23,All,111,Toumani Camara,Dayton,2.55,3.19,5.74,1641,3.12,2.35,5.46,110.4,88.8,21.6,276
2022-23,All,112,David Singleton,UCLA,3.68,2.06,5.73,1742,3.53,0.68,4.21,115.7,81.5,34.3,407
2022-23,All,113,Rienk Mast,Bradley,3.64,2.10,5.73,1378,3.75,0.81,4.56,110.4,89.8,20.5,228
2022-23,All,114,Kalib Boone,Oklahoma State,2.43,3.30,5.73,1314,3.22,2.12,5.34,105.3,85.7,19.5,98
2022-23,All,115,Pelle Larsson,Arizona,4.25,1.48,5.73,1738,4.03,0.65,4.67,120.0,91.0,29.1,320
2022-23,All,116,Julian Phillips,Tennessee,1.33,4.38,5.70,1306,2.39,0.84,3.23,108.2,71.8,36.4,328
2022-23,All,117,Vladislav Goldin,Florida Atlantic,2.47,3.20,5.68,1371,1.79,1.50,3.28,117.6,85.0,32.7,333
2022-23,All,118,Kobe Johnson,USC,2.65,2.97,5.62,1632,3.22,2.72,5.94,111.4,89.6,21.8,184
2022-23,All,119,Dylan Cardwell,Auburn,3.15,2.46,5.61,724,3.23,1.96,5.19,112.7,91.8,20.9,62
2022-23,All,120,Paul Mulcahy,Rutgers,3.14,2.46,5.60,1608,3.04,1.58,4.62,107.3,83.8,23.5,172
2022-23,All,121,Matthew Mayer,Illinois,3.49,2.11,5.60,1512,2.69,2.46,5.15,113.9,92.5,21.4,147
2022-23,All,122,Timmy Allen,Texas,3.09,2.49,5.58,1759,2.46,1.96,4.42,114.9,87.6,27.4,240
2022-23,All,123,Jesse Edwards,Syracuse,2.77,2.80,5.57,1766,2.83,3.75,6.58,109.8,99.5,10.3,6
2022-23,All,124,Felipe Haase,Southern Mississippi,4.27,1.29,5.56,1772,4.02,0.64,4.66,108.4,94.4,13.9,170
2022-23,All,125,Joe Toussaint,West Virginia,4.00,1.54,5.54,1254,2.88,1.03,3.91,119.7,93.6,26.1,156
2022-23,All,126,Max Fiedler,Rice,5.09,0.44,5.53,1771,5.61,1.08,6.70,108.0,106.2,1.8,-57
2022-23,All,127,Moussa Cisse,Oklahoma State,0.54,4.99,5.53,1200,0.32,3.38,3.70,104.0,82.5,21.5,88
2022-23,All,128,Dame Adelekun,Dartmouth,2.81,2.72,5.53,1068,2.83,2.30,5.13,101.8,96.3,5.5,25
2022-23,All,129,Trey Alexander,Creighton,2.96,2.56,5.52,2078,3.24,1.90,5.14,114.3,87.1,27.2,250
2022-23,All,130,N'Faly Dante,Oregon,2.63,2.87,5.51,1342,3.16,2.63,5.79,110.3,93.1,17.2,80
2022-23,All,131,Connor McCaffery,Iowa,4.40,1.11,5.51,1653,4.24,1.03,5.28,119.9,97.8,22.0,135
2022-23,All,132,Terrion Murdix,Texas A&M-Corpus Christi,4.05,1.40,5.45,1428,4.40,1.49,5.89,109.6,99.7,9.8,171
2022-23,All,133,Kevin McCullar Jr.,Kansas,1.36,4.08,5.44,1854,2.16,3.61,5.77,111.3,84.9,26.3,181
2022-23,All,134,Spencer Jones,Stanford,3.45,1.99,5.44,1538,3.83,1.44,5.27,109.8,95.5,14.3,43
2022-23,All,135,Landers Nolley II,Cincinnati,3.62,1.82,5.44,1974,4.29,1.38,5.67,111.6,91.7,19.8,205
2022-23,All,136,Osun Osunniyi,Iowa State,2.28,3.15,5.44,1002,2.89,1.49,4.38,106.2,84.4,21.9,73
2022-23,All,137,Aly Khalifa,Charlotte,3.60,1.83,5.43,1512,3.64,0.85,4.49,108.9,94.6,14.4,172
2022-23,All,138,Kedrian Johnson,West Virginia,3.03,2.39,5.42,1666,2.94,1.58,4.51,115.7,91.1,24.6,157
2022-23,All,139,Jordan Walker,UAB,5.33,0.07,5.41,1986,5.61,-0.18,5.43,113.2,94.3,18.9,266
2022-23,All,140,Jaylin Hunter,Ohio,4.37,1.03,5.39,1666,4.13,1.40,5.53,113.5,101.1,12.4,158
2022-23,All,141,Taevion Kinsey,Marshall,5.09,0.26,5.36,2146,6.03,0.49,6.51,112.3,94.7,17.6,315
2022-23,All,142,RayJ Dennis,Toledo,5.24,0.11,5.35,2045,5.23,0.63,5.86,121.2,104.0,17.2,268
2022-23,All,143,Cam Shelton,Loyola Marymount,4.00,1.35,5.35,1866,4.52,1.90,6.42,108.6,98.2,10.4,49
2022-23,All,144,Chuck O'Bannon,TCU,3.26,2.07,5.33,1348,2.42,1.64,4.06,114.9,89.0,25.9,247
2022-23,All,145,Julian Reese,Maryland,2.37,2.94,5.31,1470,1.91,2.27,4.18,115.6,87.5,28.0,233
2022-23,All,146,Dylan Disu,Texas,2.09,3.21,5.30,1194,2.93,2.50,5.43,114.1,85.2,28.9,162
2022-23,All,147,Ed Croswell,Providence,3.09,2.20,5.29,1620,3.55,1.35,4.90,116.4,92.0,24.5,190
2022-23,All,148,KJ Williams,LSU,3.87,1.42,5.29,1820,4.52,1.50,6.02,105.7,98.8,6.9,-27
2022-23,All,149,Ryan Nembhard,Creighton,3.21,2.04,5.26,2199,3.41,0.98,4.39,115.0,86.2,28.8,304
2022-23,All,150,Darrion Williams,Nevada,2.60,2.65,5.25,1642,2.35,2.38,4.73,112.6,91.7,20.8,177
2022-23,All,151,PJ Hall,Clemson,2.82,2.42,5.24,1380,2.67,1.56,4.23,111.4,90.1,21.3,173
2022-23,All,152,Keegan Records,Colgate,4.19,1.04,5.23,1358,4.14,0.42,4.55,117.8,97.9,19.9,240
2022-23,All,153,Damion Baugh,TCU,3.10,2.12,5.23,1799,3.32,1.71,5.03,112.9,91.3,21.6,112
2022-23,All,154,Tyson Walker,Michigan State,3.61,1.60,5.21,1908,3.62,1.49,5.11,112.4,91.5,20.9,79
2022-23,All,155,Keyontae Johnson,Kansas State,3.45,1.75,5.20,2169,2.92,1.13,4.05,113.7,90.7,22.9,240
2022-23,All,156,Tyson Degenhart,Boise State,3.60,1.59,5.19,1902,3.51,0.28,3.79,110.1,88.1,22.0,267
2022-23,All,157,Yuri Collins,Saint Louis,4.10,1.09,5.19,1919,4.61,0.46,5.07,109.9,98.0,11.9,85
2022-23,All,158,Eric Dixon,Villanova,3.70,1.49,5.19,1739,3.36,0.68,4.04,112.9,92.4,20.5,157
2022-23,All,159,Boo Buie,Northwestern,3.70,1.48,5.18,1940,4.34,1.17,5.51,106.9,87.8,19.1,138
2022-23,All,160,Daniss Jenkins,Iona,3.36,1.82,5.18,2041,3.78,0.95,4.72,111.9,90.2,21.6,396
2022-23,All,161,Antoine Davis,Detroit,5.91,-0.74,5.17,2052,5.77,-0.26,5.51,111.5,105.9,5.6,53
2022-23,All,162,Ja'von Franklin,Georgia Tech,3.03,2.13,5.16,1373,3.50,3.11,6.61,108.1,98.2,9.9,3
2022-23,All,163,Keyonte George,Baylor,3.29,1.87,5.16,1608,3.37,1.38,4.76,117.0,93.6,23.5,173
2022-23,All,164,Aguek Arop,San Diego State,1.63,3.51,5.14,982,1.27,1.83,3.11,115.5,80.3,35.2,202
2022-23,All,165,Tanner Groves,Oklahoma,2.45,2.69,5.14,1344,1.89,2.85,4.73,107.5,91.7,15.8,54
2022-23,All,166,Tyrece Radford,Texas A&M,4.09,1.04,5.13,1831,3.42,0.73,4.15,115.4,92.2,23.1,215
2022-23,All,167,Demarcus Sharp,Northwestern State,3.82,1.26,5.08,1904,3.92,1.76,5.68,108.0,101.9,6.1,113
2022-23,All,168,Lamont Butler,San Diego State,1.48,3.61,5.08,1674,1.90,2.19,4.08,108.7,82.9,25.9,208
2022-23,All,169,Jarkel Joiner,NC State,4.22,0.86,5.08,2132,4.28,1.07,5.35,114.9,93.7,21.2,224
2022-23,All,170,Roman Penn,Drake,3.13,1.95,5.07,1736,3.44,0.68,4.12,108.0,89.3,18.8,240
2022-23,All,171,Darius Brown II,Montana State,3.28,1.79,5.07,1674,3.17,1.74,4.91,106.2,93.6,12.6,144
2022-23,All,172,Taylor Funk,Utah State,3.49,1.58,5.07,1806,3.50,1.53,5.03,115.9,93.7,22.2,246
2022-23,All,173,Noah Clowney,Alabama,1.53,3.54,5.07,1658,2.25,2.15,4.40,114.1,80.5,33.6,289
2022-23,All,174,Jahmir Young,Maryland,3.38,1.67,5.05,1780,3.32,1.87,5.19,112.9,91.6,21.3,172
2022-23,All,175,Nijel Pack,Miami (Fla.),4.50,0.54,5.04,1856,3.52,0.36,3.88,120.1,94.9,25.1,215
2022-23,All,176,Coleman Hawkins,Illinois,2.04,3.00,5.04,1870,2.25,2.45,4.70,109.6,88.4,21.2,183
2022-23,All,177,Grant Basile,Virginia Tech,3.99,1.03,5.02,1608,4.37,1.28,5.65,114.6,98.2,16.4,120
2022-23,All,178,Tosan Evbuomwan,Princeton,3.47,1.55,5.02,1678,3.45,1.21,4.67,109.3,95.0,14.3,146
2022-23,All,179,Omari Moore,San Jose State,3.63,1.38,5.01,1987,4.57,1.49,6.06,109.0,98.3,10.7,36
2022-23,All,180,Damari Monsanto,Wake Forest,3.72,1.28,5.00,1155,2.64,0.85,3.49,118.8,95.4,23.4,127
2022-23,All,181,Marcus Shaver Jr.,Boise State,1.97,3.02,5.00,1598,1.32,2.53,3.84,110.3,86.6,23.7,237
2022-23,All,182,Tamin Lipsey,Iowa State,2.19,2.81,5.00,1616,2.97,2.70,5.67,106.4,85.9,20.5,95
2022-23,All,183,Justin Moore,Villanova,3.50,1.49,4.99,676,2.15,-0.64,1.52,112.2,92.2,20.0,18
2022-23,All,184,Malevy Leons,Bradley,2.19,2.80,4.99,1738,2.73,2.21,4.94,105.0,91.1,14.0,165
2022-23,All,185,Spencer Johnson,BYU,3.14,1.84,4.99,1300,2.44,1.27,3.72,112.5,90.4,22.1,137
2022-23,All,186,Alex Karaban,Connecticut,3.09,1.90,4.98,1934,4.18,1.07,5.25,119.1,85.8,33.3,390
2022-23,All,187,Ryan Young,Duke,3.44,1.53,4.98,1036,4.61,1.18,5.79,114.0,89.7,24.3,128
2022-23,All,188,C.J. Kelly,UCF,3.17,1.78,4.95,1718,3.63,2.08,5.70,110.4,92.6,17.8,140
2022-23,All,189,Cameron Holden,Towson,3.10,1.85,4.95,1702,2.60,1.31,3.91,110.3,96.5,13.9,186
2022-23,All,190,Mike Miles,TCU,3.41,1.52,4.94,1517,3.51,0.69,4.20,112.2,89.5,22.7,168
2022-23,All,191,Caleb Grill,Iowa State,2.76,2.17,4.94,1296,1.73,1.07,2.80,110.6,83.7,26.9,177
2022-23,All,192,Ryan Larson,College of Charleston,3.25,1.67,4.92,1711,3.54,0.20,3.73,111.1,90.3,20.8,326
2022-23,All,193,Alijah Martin,Florida Atlantic,3.19,1.73,4.92,1570,3.27,0.67,3.94,113.5,89.4,24.1,252
2022-23,All,194,Rasir Bolton,Gonzaga,4.12,0.77,4.90,1740,2.89,0.48,3.37,123.9,93.5,30.3,314
2022-23,All,195,Caleb Furst,Purdue,2.48,2.42,4.90,1022,2.48,0.66,3.14,116.0,82.7,33.2,166
2022-23,All,196,Chase Audige,Northwestern,1.43,3.45,4.88,1906,1.62,3.13,4.75,109.2,87.3,21.9,171
2022-23,All,197,Finn Sullivan,Vermont,2.58,2.29,4.87,1522,1.80,1.69,3.48,112.5,94.8,17.8,227
2022-23,All,198,Leaky Black,North Carolina,1.96,2.90,4.86,1836,1.52,2.29,3.81,111.1,89.2,21.8,125
2022-23,All,199,Mitchell Saxen,Saint Mary's,2.14,2.71,4.85,1667,2.49,2.21,4.70,113.4,84.9,28.5,337
2022-23,All,200,Malique Jacobs,Kent State,1.22,3.63,4.85,1904,0.33,3.12,3.45,107.8,88.3,19.5,245
2022-23,All,201,Steven Crowl,Wisconsin,2.70,2.14,4.83,1709,3.11,1.32,4.43,106.1,87.7,18.4,74
2022-23,All,202,Kihei Clark,Virginia,3.78,1.06,4.83,1736,3.71,0.74,4.45,114.0,89.0,25.0,222
2022-23,All,203,Brice Sensabaugh,Ohio State,3.63,1.18,4.81,1350,4.39,1.45,5.84,114.2,95.7,18.5,97
2022-23,All,204,Dwayne Cohill,Youngstown State,4.57,0.25,4.81,1918,4.66,0.13,4.79,115.7,101.7,14.0,267
2022-23,All,205,Harrison Ingram,Stanford,3.79,1.02,4.81,1540,2.97,1.13,4.10,114.1,98.4,15.7,72
2022-23,All,206,Alex Ducas,Saint Mary's,2.99,1.81,4.80,1718,3.44,1.21,4.65,112.1,85.4,26.6,294
2022-23,All,207,Naje Smith,Boise State,2.14,2.64,4.78,1586,1.96,1.39,3.35,111.2,86.6,24.6,256
2022-23,All,208,KC Ndefo,Seton Hall,0.29,4.49,4.78,1420,0.51,3.04,3.55,104.1,83.5,20.6,98
2022-23,All,209,Julian Strawther,Gonzaga,3.71,1.07,4.77,2040,3.29,1.60,4.89,122.0,94.3,27.7,308
2022-23,All,210,Rollie Worster,Utah,2.51,2.26,4.77,1608,3.17,1.22,4.40,106.7,88.5,18.2,153
2022-23,All,211,Tolu Smith III,Mississippi State,2.79,1.96,4.75,1540,4.35,1.12,5.47,103.8,85.1,18.7,130
2022-23,All,212,Olivier Nkamhoua,Tennessee,2.48,2.27,4.75,1518,3.57,1.04,4.61,111.3,81.1,30.2,291
2022-23,All,213,Mouhamed Gueye,Washington State,2.95,1.79,4.75,1688,2.59,1.52,4.11,114.1,95.5,18.6,129
2022-23,All,214,Will Richard,Florida,3.03,1.71,4.74,1565,3.06,1.29,4.35,107.5,89.8,17.7,74
